,merchantid,alitype,alidecription,wemname,wedate,wemethod,wetype,wedescription
514590,869100001030018,套现,套现风险（套现风险极高）,,,,,
514591,869100001030018,套现,套现风险（套现风险极高）,,,,,
514613,869100001030018,套现,套现风险（套现风险极高）,,,,,
514614,869100001030018,套现,套现风险（套现风险极高）,,,,,
514646,869100001030018,套现,套现风险（套现风险极高）,,,,,
514677,869100001030018,套现,套现风险（套现风险极高）,,,,,
514678,869100001030018,套现,套现风险（套现风险极高）,,,,,
514702,869651001040006,赌博,赌博风险（关闭支付权限）,成都市开心烧烤路边摊,2020/4/3 15:54,关闭支付权限,处理,涉嫌交易异常
514703,869651001040006,赌博,赌博风险（关闭支付权限）,成都市开心烧烤路边摊,2020/4/3 15:54,关闭支付权限,处理,涉嫌交易异常
514733,869100001030018,套现,套现风险（套现风险极高）,,,,,
514734,869100001030018,套现,套现风险（套现风险极高）,,,,,
514758,869651001040006,赌博,赌博风险（关闭支付权限）,成都市开心烧烤路边摊,2020/4/3 15:54,关闭支付权限,处理,涉嫌交易异常
514759,869651001040006,赌博,赌博风险（关闭支付权限）,成都市开心烧烤路边摊,2020/4/3 15:54,关闭支付权限,处理,涉嫌交易异常
514772,869100001030018,套现,套现风险（套现风险极高）,,,,,
514790,869651001040006,赌博,赌博风险（关闭支付权限）,成都市开心烧烤路边摊,2020/4/3 15:54,关闭支付权限,处理,涉嫌交易异常
514791,869651001040006,赌博,赌博风险（关闭支付权限）,成都市开心烧烤路边摊,2020/4/3 15:54,关闭支付权限,处理,涉嫌交易异常
514923,869651001040006,赌博,赌博风险（关闭支付权限）,成都市开心烧烤路边摊,2020/4/3 15:54,关闭支付权限,处理,涉嫌交易异常
514965,869100001030018,套现,套现风险（套现风险极高）,,,,,
514966,869100001030018,套现,套现风险（套现风险极高）,,,,,
514994,869318010010008,欺诈,欺诈风险（关闭支付权限）,,,,,
514995,869318010010008,欺诈,欺诈风险（关闭支付权限）,,,,,
515003,869100001030018,套现,套现风险（套现风险极高）,,,,,
515004,869100001030018,套现,套现风险（套现风险极高）,,,,,
515017,869100001030018,套现,套现风险（套现风险极高）,,,,,
515022,869100001030018,套现,套现风险（套现风险极高）,,,,,
515031,869318008080001,,,宿迁市五行经络养生馆推拿理疗,2020/4/3 18:18,交易拦截,拦截,涉嫌实时交易异常
515032,869318008080001,,,宿迁市五行经络养生馆推拿理疗,2020/4/3 18:18,交易拦截,拦截,涉嫌实时交易异常
515035,869100001030018,套现,套现风险（套现风险极高）,,,,,
515036,869100001030018,套现,套现风险（套现风险极高）,,,,,
515052,869100001030018,套现,套现风险（套现风险极高）,,,,,
515053,869100001030018,套现,套现风险（套现风险极高）,,,,,
515064,869100001030018,套现,套现风险（套现风险极高）,,,,,
515065,869100001030018,套现,套现风险（套现风险极高）,,,,,
515068,869651001040006,赌博,赌博风险（关闭支付权限）,成都市开心烧烤路边摊,2020/4/3 15:54,关闭支付权限,处理,涉嫌交易异常
515069,869651001040006,赌博,赌博风险（关闭支付权限）,成都市开心烧烤路边摊,2020/4/3 15:54,关闭支付权限,处理,涉嫌交易异常
515079,869100001030018,套现,套现风险（套现风险极高）,,,,,
515080,869100001030018,套现,套现风险（套现风险极高）,,,,,
515105,869100001030018,套现,套现风险（套现风险极高）,,,,,
515106,869100001030018,套现,套现风险（套现风险极高）,,,,,
515115,869318010010008,欺诈,欺诈风险（关闭支付权限）,,,,,
515116,869318010010008,欺诈,欺诈风险（关闭支付权限）,,,,,
515117,869521010040002,套现,套现风险（套现风险极高）,,,,,
515136,869318010010008,欺诈,欺诈风险（关闭支付权限）,,,,,
515147,869100001030018,套现,套现风险（套现风险极高）,,,,,
515148,869100001030018,套现,套现风险（套现风险极高）,,,,,
515152,869318010010008,欺诈,欺诈风险（关闭支付权限）,,,,,
515153,869318010010008,欺诈,欺诈风险（关闭支付权限）,,,,,
515176,869651001040006,赌博,赌博风险（关闭支付权限）,成都市开心烧烤路边摊,2020/4/3 15:54,关闭支付权限,处理,涉嫌交易异常
515177,869651001040006,赌博,赌博风险（关闭支付权限）,成都市开心烧烤路边摊,2020/4/3 15:54,关闭支付权限,处理,涉嫌交易异常
515180,869100001030018,套现,套现风险（套现风险极高）,,,,,
515181,869100001030018,套现,套现风险（套现风险极高）,,,,,
515200,869100001030018,套现,套现风险（套现风险极高）,,,,,
515201,869100001030018,套现,套现风险（套现风险极高）,,,,,
515206,869651003010018,,,成都市果农新鲜水果,2020/4/6 1:01,关闭支付权限,处理,涉嫌交易异常
515207,869651003010018,,,成都市果农新鲜水果,2020/4/6 1:01,关闭支付权限,处理,涉嫌交易异常
515256,869318010010008,欺诈,欺诈风险（关闭支付权限）,,,,,
515257,869318010010008,欺诈,欺诈风险（关闭支付权限）,,,,,
515272,869451704220001,套现,套现风险（套现风险极高）,,,,,
515273,869451704220001,套现,套现风险（套现风险极高）,,,,,
515304,869318010010008,欺诈,欺诈风险（关闭支付权限）,,,,,
515305,869318010010008,欺诈,欺诈风险（关闭支付权限）,,,,,
515344,869651001040006,赌博,赌博风险（关闭支付权限）,成都市开心烧烤路边摊,2020/4/3 15:54,关闭支付权限,处理,涉嫌交易异常
515353,869451704220001,套现,套现风险（套现风险极高）,,,,,
515354,869451704220001,套现,套现风险（套现风险极高）,,,,,
515363,869318008080001,,,宿迁市五行经络养生馆推拿理疗,2020/4/3 18:18,交易拦截,拦截,涉嫌实时交易异常
515364,869318008080001,,,宿迁市五行经络养生馆推拿理疗,2020/4/3 18:18,交易拦截,拦截,涉嫌实时交易异常
515397,869651001040006,赌博,赌博风险（关闭支付权限）,成都市开心烧烤路边摊,2020/4/3 15:54,关闭支付权限,处理,涉嫌交易异常
515409,869451704220001,套现,套现风险（套现风险极高）,,,,,
515410,869451704220001,套现,套现风险（套现风险极高）,,,,,
515471,869318010010008,欺诈,欺诈风险（关闭支付权限）,,,,,
515472,869318010010008,欺诈,欺诈风险（关闭支付权限）,,,,,
515475,869451704220001,套现,套现风险（套现风险极高）,,,,,
515494,869451704220001,套现,套现风险（套现风险极高）,,,,,
515495,869451704220001,套现,套现风险（套现风险极高）,,,,,
515526,869318010010008,欺诈,欺诈风险（关闭支付权限）,,,,,
515527,869318010010008,欺诈,欺诈风险（关闭支付权限）,,,,,
515533,869651001030009,赌博,赌博风险（关闭支付权限）,,,,,
515585,869651001030009,赌博,赌博风险（关闭支付权限）,,,,,
515609,869451704220001,套现,套现风险（套现风险极高）,,,,,
515610,869451704220001,套现,套现风险（套现风险极高）,,,,,
515655,869451704220001,套现,套现风险（套现风险极高）,,,,,
515666,869451704220001,套现,套现风险（套现风险极高）,,,,,
515667,869451704220001,套现,套现风险（套现风险极高）,,,,,
515705,869451704220001,套现,套现风险（套现风险极高）,,,,,
515706,869451704220001,套现,套现风险（套现风险极高）,,,,,
515759,869451704220001,套现,套现风险（套现风险极高）,,,,,
515760,869451704220001,套现,套现风险（套现风险极高）,,,,,
515767,869521004190006,套现,套现风险（套现风险极高）,,,,,
515768,869521004190006,套现,套现风险（套现风险极高）,,,,,
515787,869534148120001,套现,套现风险（套现风险极高）,,,,,
515788,869534148120001,套现,套现风险（套现风险极高）,,,,,
515807,869100004010007,赌博,赌博风险（关闭支付权限）,北京城区润洁美容,2020/4/6 19:19,交易拦截,拦截,涉嫌实时交易异常
515808,869100004010007,赌博,赌博风险（关闭支付权限）,北京城区润洁美容,2020/4/6 19:19,交易拦截,拦截,涉嫌实时交易异常
515817,869521004190006,套现,套现风险（套现风险极高）,,,,,
515818,869521004190006,套现,套现风险（套现风险极高）,,,,,
515842,869451704220001,套现,套现风险（套现风险极高）,,,,,
515843,869451704220001,套现,套现风险（套现风险极高）,,,,,
515848,869452010050010,套现,套现风险（套现风险极高）,,,,,
515909,869521004190006,套现,套现风险（套现风险极高）,,,,,
515910,869521004190006,套现,套现风险（套现风险极高）,,,,,
515961,869492010010009,套现,套现风险（套现风险极高）,,,,,
516015,869651001040006,赌博,赌博风险（关闭支付权限）,成都市开心烧烤路边摊,2020/4/3 15:54,关闭支付权限,处理,涉嫌交易异常
516016,869651001040006,赌博,赌博风险（关闭支付权限）,成都市开心烧烤路边摊,2020/4/3 15:54,关闭支付权限,处理,涉嫌交易异常
516044,869471009070002,套现,套现风险（套现风险极高）,,,,,
516045,869471009070002,套现,套现风险（套现风险极高）,,,,,
516073,869100001030018,套现,套现风险（套现风险极高）,,,,,
516074,869100001030018,套现,套现风险（套现风险极高）,,,,,
516273,869100001030018,套现,套现风险（套现风险极高）,,,,,
516274,869100001030018,套现,套现风险（套现风险极高）,,,,,
516337,869100001030018,套现,套现风险（套现风险极高）,,,,,
516338,869100001030018,套现,套现风险（套现风险极高）,,,,,
516354,869100001030018,套现,套现风险（套现风险极高）,,,,,
516355,869100001030018,套现,套现风险（套现风险极高）,,,,,
516431,869100001030018,套现,套现风险（套现风险极高）,,,,,
516432,869100001030018,套现,套现风险（套现风险极高）,,,,,
516453,869100001030018,套现,套现风险（套现风险极高）,,,,,
516454,869100001030018,套现,套现风险（套现风险极高）,,,,,
516485,869100001030018,套现,套现风险（套现风险极高）,,,,,
516486,869100001030018,套现,套现风险（套现风险极高）,,,,,
516503,869100001030018,套现,套现风险（套现风险极高）,,,,,
516504,869100001030018,套现,套现风险（套现风险极高）,,,,,
516734,869521004190006,套现,套现风险（套现风险极高）,,,,,
516735,869521004190006,套现,套现风险（套现风险极高）,,,,,
516830,869521004190006,套现,套现风险（套现风险极高）,,,,,
516831,869521004190006,套现,套现风险（套现风险极高）,,,,,
516920,869651003010018,,,成都市果农新鲜水果,2020/4/6 1:01,关闭支付权限,处理,涉嫌交易异常
516921,869521004190006,套现,套现风险（套现风险极高）,,,,,
516922,869521004190006,套现,套现风险（套现风险极高）,,,,,
516925,869651003010018,,,成都市果农新鲜水果,2020/4/6 1:01,关闭支付权限,处理,涉嫌交易异常
516926,869651003010018,,,成都市果农新鲜水果,2020/4/6 1:01,关闭支付权限,处理,涉嫌交易异常
516927,869651003010018,,,成都市果农新鲜水果,2020/4/6 1:01,关闭支付权限,处理,涉嫌交易异常
516967,869521004190006,套现,套现风险（套现风险极高）,,,,,
516968,869521004190006,套现,套现风险（套现风险极高）,,,,,
517019,869100001030018,套现,套现风险（套现风险极高）,,,,,
517020,869100001030018,套现,套现风险（套现风险极高）,,,,,
517049,869100001030018,套现,套现风险（套现风险极高）,,,,,
517050,869100001030018,套现,套现风险（套现风险极高）,,,,,
517081,869100001030018,套现,套现风险（套现风险极高）,,,,,
517082,869100001030018,套现,套现风险（套现风险极高）,,,,,
517123,869100001030018,套现,套现风险（套现风险极高）,,,,,
517124,869100001030018,套现,套现风险（套现风险极高）,,,,,
517273,869534148120001,套现,套现风险（套现风险极高）,,,,,
517274,869534148120001,套现,套现风险（套现风险极高）,,,,,
517290,869521004190006,套现,套现风险（套现风险极高）,,,,,
517291,869521004190006,套现,套现风险（套现风险极高）,,,,,
517615,869304004220011,套现,套现风险（套现风险极高）,,,,,
517616,869304004220011,套现,套现风险（套现风险极高）,,,,,
517647,869304004220011,套现,套现风险（套现风险极高）,,,,,
517648,869304004220011,套现,套现风险（套现风险极高）,,,,,
517867,869521004190006,套现,套现风险（套现风险极高）,,,,,
517868,869521004190006,套现,套现风险（套现风险极高）,,,,,
518468,869534148120001,套现,套现风险（套现风险极高）,,,,,
518469,869534148120001,套现,套现风险（套现风险极高）,,,,,
518778,869451704220001,套现,套现风险（套现风险极高）,,,,,
518779,869451704220001,套现,套现风险（套现风险极高）,,,,,
518810,869307005030001,,,连云港市个体户张海翔甜品店,2020/3/25 12:49,交易拦截,拦截,涉嫌实时交易异常
518990,869451704220001,套现,套现风险（套现风险极高）,,,,,
518991,869451704220001,套现,套现风险（套现风险极高）,,,,,
519430,869651001040006,赌博,赌博风险（关闭支付权限）,成都市开心烧烤路边摊,2020/4/3 15:54,关闭支付权限,处理,涉嫌交易异常
519455,869651001040006,赌博,赌博风险（关闭支付权限）,成都市开心烧烤路边摊,2020/4/3 15:54,关闭支付权限,处理,涉嫌交易异常
519504,869534148120001,套现,套现风险（套现风险极高）,,,,,
519505,869534148120001,套现,套现风险（套现风险极高）,,,,,
519685,869451704220001,套现,套现风险（套现风险极高）,,,,,
519810,869451704220001,套现,套现风险（套现风险极高）,,,,,
519811,869451704220001,套现,套现风险（套现风险极高）,,,,,
519886,869451704220001,套现,套现风险（套现风险极高）,,,,,
519887,869451704220001,套现,套现风险（套现风险极高）,,,,,
519912,869397003010002,欺诈,欺诈风险（关闭支付权限）,,,,,
519961,869451704220001,套现,套现风险（套现风险极高）,,,,,
519962,869451704220001,套现,套现风险（套现风险极高）,,,,,
520003,869451704220001,套现,套现风险（套现风险极高）,,,,,
520004,869451704220001,套现,套现风险（套现风险极高）,,,,,
520072,869451704220001,套现,套现风险（套现风险极高）,,,,,
520073,869451704220001,套现,套现风险（套现风险极高）,,,,,
520119,869451704220001,套现,套现风险（套现风险极高）,,,,,
520131,869451704220001,套现,套现风险（套现风险极高）,,,,,
520132,869451704220001,套现,套现风险（套现风险极高）,,,,,
520192,869451704220001,套现,套现风险（套现风险极高）,,,,,
520201,869451704220001,套现,套现风险（套现风险极高）,,,,,
520202,869451704220001,套现,套现风险（套现风险极高）,,,,,
520244,869451704220001,套现,套现风险（套现风险极高）,,,,,
520245,869451704220001,套现,套现风险（套现风险极高）,,,,,
520310,869451704220001,套现,套现风险（套现风险极高）,,,,,
520313,869451704220001,套现,套现风险（套现风险极高）,,,,,
520477,869534148120001,套现,套现风险（套现风险极高）,,,,,
520478,869534148120001,套现,套现风险（套现风险极高）,,,,,
520777,869534148120001,套现,套现风险（套现风险极高）,,,,,
520778,869534148120001,套现,套现风险（套现风险极高）,,,,,
520821,869803003010001,套现,套现风险（套现风险极高）,,,,,
520822,869803003010001,套现,套现风险（套现风险极高）,,,,,
520828,869534148120001,套现,套现风险（套现风险极高）,,,,,
520829,869534148120001,套现,套现风险（套现风险极高）,,,,,
520839,869803003010001,套现,套现风险（套现风险极高）,,,,,
520840,869803003010001,套现,套现风险（套现风险极高）,,,,,
520981,869651010050006,套现,套现风险（套现风险极高）,,,,,
521087,869651001040006,赌博,赌博风险（关闭支付权限）,成都市开心烧烤路边摊,2020/4/3 15:54,关闭支付权限,处理,涉嫌交易异常
521187,869651003010018,,,成都市果农新鲜水果,2020/4/6 1:01,关闭支付权限,处理,涉嫌交易异常
521188,869651003010018,,,成都市果农新鲜水果,2020/4/6 1:01,关闭支付权限,处理,涉嫌交易异常
521274,869651003010018,,,成都市果农新鲜水果,2020/4/6 1:01,关闭支付权限,处理,涉嫌交易异常
521275,869651003010018,,,成都市果农新鲜水果,2020/4/6 1:01,关闭支付权限,处理,涉嫌交易异常
521276,869651003010018,,,成都市果农新鲜水果,2020/4/6 1:01,关闭支付权限,处理,涉嫌交易异常
521277,869651003010018,,,成都市果农新鲜水果,2020/4/6 1:01,关闭支付权限,处理,涉嫌交易异常
521519,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
521520,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
521529,869651003010018,,,成都市果农新鲜水果,2020/4/6 1:01,关闭支付权限,处理,涉嫌交易异常
521530,869651003010018,,,成都市果农新鲜水果,2020/4/6 1:01,关闭支付权限,处理,涉嫌交易异常
521544,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
521545,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
521566,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
521567,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
521580,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
521581,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
521595,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
521596,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
521611,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
521612,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
521619,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
521624,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
521647,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
521648,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
521671,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
521672,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
521677,869290004220042,套现,套现风险（套现风险极高）,,,,,
521678,869290004220042,套现,套现风险（套现风险极高）,,,,,
521738,869290004220042,套现,套现风险（套现风险极高）,,,,,
521739,869290004220042,套现,套现风险（套现风险极高）,,,,,
521767,869290004220042,套现,套现风险（套现风险极高）,,,,,
521768,869290004220042,套现,套现风险（套现风险极高）,,,,,
521774,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
521777,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
521792,869290004220042,套现,套现风险（套现风险极高）,,,,,
521793,869492010010009,套现,套现风险（套现风险极高）,,,,,
521794,869290004220042,套现,套现风险（套现风险极高）,,,,,
521796,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
521797,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
521811,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
521812,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
521827,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
521828,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
521839,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
521840,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
521847,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
521848,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
521877,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
521878,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
521939,869451704220001,套现,套现风险（套现风险极高）,,,,,
521946,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
521947,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
521954,869451704220001,套现,套现风险（套现风险极高）,,,,,
521955,869451704220001,套现,套现风险（套现风险极高）,,,,,
521976,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
521977,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
522001,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
522002,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
522003,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
522004,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
522031,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
522032,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
522053,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
522054,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
522059,869521004190006,套现,套现风险（套现风险极高）,,,,,
522060,869521004190006,套现,套现风险（套现风险极高）,,,,,
522066,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
522069,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
522084,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
522085,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
522102,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
522105,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
522130,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
522131,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
522144,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
522145,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
522173,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
522174,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
522191,869651003010018,,,成都市果农新鲜水果,2020/4/6 1:01,关闭支付权限,处理,涉嫌交易异常
522192,869651003010018,,,成都市果农新鲜水果,2020/4/6 1:01,关闭支付权限,处理,涉嫌交易异常
522193,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
522194,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
522203,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
522204,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
522402,869451704220001,套现,套现风险（套现风险极高）,,,,,
522411,869451704220001,套现,套现风险（套现风险极高）,,,,,
522478,869665001030002,套现,套现风险（套现风险极高）,,,,,
522479,869665001030002,套现,套现风险（套现风险极高）,,,,,
522564,869651003010018,,,成都市果农新鲜水果,2020/4/6 1:01,关闭支付权限,处理,涉嫌交易异常
522565,869651003010018,,,成都市果农新鲜水果,2020/4/6 1:01,关闭支付权限,处理,涉嫌交易异常
522609,869451704220001,套现,套现风险（套现风险极高）,,,,,
522610,869451704220001,套现,套现风险（套现风险极高）,,,,,
522613,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
522614,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
522628,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
522629,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
522640,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
522641,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
522648,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
522649,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
522654,869451704220001,套现,套现风险（套现风险极高）,,,,,
522655,869451704220001,套现,套现风险（套现风险极高）,,,,,
522679,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
522680,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
522699,869451704220001,套现,套现风险（套现风险极高）,,,,,
522700,869451704220001,套现,套现风险（套现风险极高）,,,,,
522708,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
522709,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
522734,869451704220001,套现,套现风险（套现风险极高）,,,,,
522735,869451704220001,套现,套现风险（套现风险极高）,,,,,
522760,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
522761,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
522775,869451704220001,套现,套现风险（套现风险极高）,,,,,
522776,869451704220001,套现,套现风险（套现风险极高）,,,,,
522806,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
522807,869305002020003,,,苏州市聚山城火锅,2020/4/7 22:22,调整信用卡支付额度(单笔500元,处理,涉嫌信用卡套现
522820,869451704220001,套现,套现风险（套现风险极高）,,,,,
522821,869451704220001,套现,套现风险（套现风险极高）,,,,,
522863,869451704220001,套现,套现风险（套现风险极高）,,,,,
522864,869451704220001,套现,套现风险（套现风险极高）,,,,,
522918,869451704220001,套现,套现风险（套现风险极高）,,,,,
522919,869451704220001,套现,套现风险（套现风险极高）,,,,,
522985,869451704220001,套现,套现风险（套现风险极高）,,,,,
522986,869451704220001,套现,套现风险（套现风险极高）,,,,,
523033,869451704220001,套现,套现风险（套现风险极高）,,,,,
